datetime,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,surface_pressure,cloud_cover,windspeed_10m,winddirection_10m,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index
2025-07-29 22:00:00+00:00,27.6,87,25.2,32.0,0.0,0.0,0.0,996.5,64,16.1,250,50.4,20.7,128.0,6.1,7.4,55.0,0.74,47.0,0.0
2025-07-29 23:00:00+00:00,27.4,88,25.2,31.8,0.0,0.0,0.0,996.3,37,16.7,254,51.8,20.6,119.0,5.3,6.9,55.0,0.74,51.0,0.0
2025-07-30 00:00:00+00:00,27.4,87,25.0,31.7,0.0,0.0,0.0,996.2,30,16.6,252,53.2,20.7,128.0,5.2,6.7,55.0,0.72,55.0,0.0
2025-07-30 01:00:00+00:00,28.1,82,24.7,31.9,0.0,0.0,0.0,995.9,24,18.6,247,53.4,20.9,169.0,6.4,6.9,54.0,0.71,58.0,0.0
2025-07-30 02:00:00+00:00,28.3,80,24.6,31.9,0.0,0.0,0.0,996.5,51,19.5,251,60.3,22.6,227.0,8.3,7.4,53.0,0.72,61.0,0.25
2025-07-30 03:00:00+00:00,28.9,76,24.3,32.1,0.1,0.1,0.0,996.8,66,21.0,255,60.8,23.1,262.0,9.2,8.1,53.0,0.76,64.0,0.8
2025-07-30 04:00:00+00:00,29.8,72,24.1,32.9,0.0,0.0,0.0,997.2,100,20.4,254,65.7,24.1,251.0,8.3,9.0,57.0,0.81,68.0,1.65
2025-07-30 05:00:00+00:00,30.3,69,24.0,33.2,0.0,0.0,0.0,997.3,100,21.1,251,66.6,24.1,218.0,6.4,10.0,63.0,0.85,73.0,2.55
2025-07-30 06:00:00+00:00,30.2,70,24.2,33.4,0.1,0.1,0.0,997.2,100,21.0,250,68.9,24.7,195.0,4.9,10.8,68.0,0.87,77.0,4.05
2025-07-30 07:00:00+00:00,30.9,68,24.2,34.1,0.0,0.0,0.0,996.9,100,20.4,244,70.1,25.1,194.0,4.1,11.1,73.0,0.9,79.0,4.85
2025-07-30 08:00:00+00:00,31.1,67,24.2,34.9,0.0,0.0,0.0,996.4,100,19.7,239,71.5,25.7,203.0,3.7,11.1,78.0,0.92,79.0,5.7
2025-07-30 09:00:00+00:00,30.6,70,24.5,34.2,0.1,0.1,0.0,995.9,100,19.0,227,72.9,26.4,216.0,3.8,11.1,80.0,0.93,81.0,4.9
2025-07-30 10:00:00+00:00,30.2,72,24.6,33.9,0.0,0.0,0.0,995.6,100,18.2,231,73.6,26.3,232.0,4.1,11.3,79.0,0.92,86.0,3.55
2025-07-30 11:00:00+00:00,30.2,72,24.6,34.0,0.0,0.0,0.0,995.1,97,18.0,223,79.2,27.3,252.0,4.8,11.5,75.0,0.91,92.0,2.05
2025-07-30 12:00:00+00:00,29.7,74,24.7,33.4,0.1,0.1,0.0,994.8,100,19.5,224,83.6,27.4,270.0,7.6,11.9,65.0,0.87,100.0,0.6
2025-07-30 13:00:00+00:00,29.4,78,25.1,33.7,0.3,0.3,0.0,995.8,100,16.9,214,85.0,27.4,284.0,10.0,11.9,60.0,0.87,96.0,0.15
2025-07-30 14:00:00+00:00,28.9,80,25.0,33.3,0.5,0.5,0.0,996.1,100,15.7,219,80.6,27.5,296.0,13.3,11.8,53.0,0.86,91.0,0.0
2025-07-30 15:00:00+00:00,28.5,85,25.7,33.7,0.2,0.2,0.0,996.7,100,13.4,216,77.1,27.5,302.0,15.6,11.7,48.0,0.86,86.0,0.0
2025-07-30 16:00:00+00:00,28.2,87,25.7,33.5,0.1,0.1,0.0,997.8,100,13.0,211,71.9,27.4,302.0,16.4,11.5,46.0,0.86,80.0,0.0
2025-07-30 17:00:00+00:00,28.0,88,25.7,33.3,0.0,0.0,0.0,998.1,100,12.8,219,69.4,27.0,296.0,16.2,11.3,46.0,0.86,74.0,0.0
2025-07-30 18:00:00+00:00,27.7,89,25.7,33.0,0.0,0.0,0.0,998.2,100,12.3,224,68.5,26.9,280.0,15.3,10.9,46.0,0.86,70.0,0.0
2025-07-30 19:00:00+00:00,27.6,89,25.7,33.1,0.0,0.0,0.0,998.2,100,11.0,230,65.4,26.2,245.0,13.3,10.2,48.0,0.88,68.0,0.0
2025-07-30 20:00:00+00:00,27.4,90,25.6,32.8,0.0,0.0,0.0,997.3,100,11.3,237,65.2,25.3,201.0,10.7,9.4,50.0,0.85,69.0,0.0
2025-07-30 21:00:00+00:00,27.2,90,25.4,32.6,0.0,0.0,0.0,996.4,100,10.8,238,65.2,24.6,169.0,8.6,8.7,52.0,0.83,68.0,0.0
2025-07-30 22:00:00+00:00,27.2,89,25.3,32.7,0.0,0.0,0.0,996.2,100,9.9,237,64.3,23.9,155.0,7.6,8.2,52.0,0.83,65.0,0.0
2025-07-30 23:00:00+00:00,27.0,91,25.4,32.7,0.0,0.0,0.0,996.5,100,8.5,235,61.2,23.0,154.0,7.2,7.9,51.0,0.82,61.0,0.0
2025-07-31 00:00:00+00:00,26.9,91,25.4,32.7,0.0,0.0,0.0,997.0,100,8.4,235,72.4,25.4,170.0,9.4,9.6,50.0,0.84,82.0,0.0
2025-07-31 01:00:00+00:00,27.9,85,25.2,33.4,0.0,0.0,0.0,997.2,98,9.3,212,71.9,25.0,219.0,10.1,10.6,51.0,0.8,88.0,0.0
2025-07-31 02:00:00+00:00,28.2,82,24.9,33.2,0.0,0.0,0.0,997.7,85,11.3,222,82.2,26.5,284.0,11.1,12.1,52.0,0.77,97.0,0.25
2025-07-31 03:00:00+00:00,29.1,76,24.4,33.6,0.0,0.0,0.0,997.9,89,12.2,225,87.5,27.6,323.0,11.3,13.3,55.0,0.8,105.0,0.85
2025-07-31 04:00:00+00:00,29.8,72,24.1,33.9,0.1,0.1,0.0,998.3,99,13.7,225,93.8,29.1,308.0,10.0,14.3,61.0,0.83,110.0,1.75
2025-07-31 05:00:00+00:00,30.1,71,24.1,34.1,0.2,0.2,0.0,998.8,99,14.7,220,94.8,29.6,265.0,8.0,15.1,68.0,0.88,114.0,2.75
2025-07-31 06:00:00+00:00,30.3,70,24.2,34.6,0.1,0.1,0.0,998.8,97,14.5,212,95.5,30.5,233.0,6.3,15.3,74.0,0.95,116.0,3.9
2025-07-31 07:00:00+00:00,30.7,69,24.3,36.0,0.1,0.1,0.0,998.7,89,14.7,206,94.1,30.3,223.0,5.2,14.5,78.0,1.0,114.0,4.85
2025-07-31 08:00:00+00:00,30.7,68,24.2,35.7,0.1,0.1,0.0,998.2,49,15.1,208,92.0,30.0,224.0,4.3,13.2,81.0,1.09,110.0,5.35
2025-07-31 09:00:00+00:00,31.0,68,24.4,36.3,0.1,0.1,0.0,997.7,78,15.0,214,87.5,28.6,232.0,4.1,12.2,81.0,1.15,105.0,3.85
2025-07-31 10:00:00+00:00,30.6,70,24.4,35.1,0.1,0.1,0.0,997.6,51,15.1,212,81.3,27.0,252.0,4.6,11.9,77.0,1.16,98.0,2.9
2025-07-31 11:00:00+00:00,30.4,71,24.6,34.7,0.1,0.1,0.0,997.3,32,14.9,212,76.1,25.7,280.0,5.7,12.0,71.0,1.2,90.0,1.7
2025-07-31 12:00:00+00:00,29.9,73,24.6,34.2,0.3,0.3,0.0,997.3,65,15.1,208,78.2,27.6,301.0,7.5,12.4,63.0,1.31,88.0,0.65
2025-07-31 13:00:00+00:00,29.1,79,25.1,34.0,0.0,0.0,0.0,998.4,8,12.3,201,74.7,27.0,308.0,12.2,12.7,55.0,1.3,78.0,0.15
2025-07-31 14:00:00+00:00,28.7,80,24.9,34.2,0.0,0.0,0.0,998.7,43,8.0,216,83.6,31.1,308.0,18.7,13.2,43.0,1.28,64.0,0.0
2025-07-31 15:00:00+00:00,28.3,84,25.4,33.8,0.0,0.0,0.0,999.1,4,10.5,193,58.7,26.6,306.0,23.2,13.4,35.0,1.26,52.0,0.0
2025-07-31 16:00:00+00:00,28.0,86,25.4,33.4,0.0,0.0,0.0,999.7,15,11.1,192,52.0,25.7,305.0,24.0,13.4,33.0,1.24,44.0,0.0
2025-07-31 17:00:00+00:00,27.8,88,25.6,33.3,0.0,0.0,0.0,1000.1,39,11.5,202,48.7,25.1,301.0,22.8,13.2,34.0,1.19,38.0,0.0
2025-07-31 18:00:00+00:00,27.5,90,25.7,32.9,0.0,0.0,0.0,999.8,40,12.1,217,47.8,24.7,288.0,21.0,12.7,35.0,1.13,35.0,0.0
2025-07-31 19:00:00+00:00,27.3,91,25.6,32.8,0.1,0.1,0.0,999.5,30,10.6,231,47.7,24.0,258.0,18.5,11.6,37.0,1.06,35.0,0.0
2025-07-31 20:00:00+00:00,27.1,91,25.5,32.7,0.1,0.1,0.0,999.6,72,10.1,237,48.5,23.2,220.0,15.4,10.2,39.0,1.03,38.0,0.0
2025-07-31 21:00:00+00:00,27.0,91,25.4,32.3,0.1,0.1,0.0,999.2,46,11.4,241,48.5,22.6,190.0,12.8,9.2,41.0,1.06,40.0,0.0
2025-07-31 22:00:00+00:00,26.8,90,25.1,32.0,0.1,0.1,0.0,999.0,45,11.1,247,47.4,21.8,178.0,11.2,8.7,42.0,1.01,40.0,0.0
2025-07-31 23:00:00+00:00,26.7,90,24.9,31.8,0.1,0.1,0.0,999.1,37,10.3,247,46.4,20.9,175.0,10.2,8.6,41.0,0.99,38.0,0.0
2025-08-01 00:00:00+00:00,26.6,91,24.9,31.8,0.0,0.0,0.0,999.4,95,10.1,250,45.8,19.7,174.0,8.4,8.7,45.0,0.94,41.0,0.0
2025-08-01 01:00:00+00:00,27.0,92,25.6,32.5,0.2,0.2,0.0,999.1,75,11.0,252,45.2,19.3,217.0,9.0,9.4,46.0,0.91,44.0,0.0
2025-08-01 02:00:00+00:00,27.4,89,25.4,32.4,0.2,0.2,0.0,1000.0,23,13.3,249,51.0,20.3,277.0,9.8,10.4,48.0,0.88,49.0,0.25
2025-08-01 03:00:00+00:00,28.6,75,23.7,32.4,0.1,0.1,0.0,1000.5,47,14.2,244,54.1,20.5,312.0,9.9,11.3,51.0,0.89,55.0,0.9
2025-08-01 04:00:00+00:00,29.0,73,23.7,32.9,0.1,0.1,0.0,1000.8,99,13.9,236,64.7,21.8,295.0,8.6,12.0,58.0,0.91,63.0,2.1
2025-08-01 05:00:00+00:00,29.6,70,23.6,33.0,0.1,0.1,0.0,1001.0,88,16.4,230,69.2,23.1,253.0,6.6,12.6,66.0,0.93,71.0,3.55
2025-08-01 06:00:00+00:00,29.7,70,23.7,33.1,0.2,0.2,0.0,1001.2,65,18.2,228,67.5,23.1,220.0,5.0,12.9,73.0,0.95,76.0,4.45
2025-08-01 07:00:00+00:00,29.9,70,23.9,33.6,0.2,0.2,0.0,1001.3,38,19.3,230,68.0,23.6,209.0,4.2,12.6,76.0,0.95,75.0,5.65
2025-08-01 08:00:00+00:00,30.6,67,23.7,35.1,0.0,0.0,0.0,1000.7,53,17.9,231,64.0,23.1,208.0,3.9,11.8,78.0,0.94,72.0,5.2
2025-08-01 09:00:00+00:00,30.6,66,23.5,35.0,0.0,0.0,0.0,1000.0,44,17.2,233,62.6,22.7,215.0,4.0,11.3,77.0,0.93,68.0,4.1
2025-08-01 10:00:00+00:00,30.5,66,23.4,34.3,0.0,0.0,0.0,999.8,34,17.6,230,58.6,21.9,234.0,4.4,11.1,74.0,0.9,66.0,3.35
2025-08-01 11:00:00+00:00,30.0,68,23.6,33.3,0.1,0.1,0.0,999.4,44,17.2,225,57.3,21.3,262.0,5.3,11.1,68.0,0.91,64.0,1.8
2025-08-01 12:00:00+00:00,29.7,71,23.9,33.2,0.0,0.0,0.0,999.3,33,16.8,231,72.6,25.5,282.0,7.0,11.7,63.0,0.92,81.0,0.75
2025-08-01 13:00:00+00:00,29.1,77,24.6,33.2,0.1,0.1,0.0,999.9,83,16.1,222,83.8,28.1,290.0,11.0,11.8,56.0,0.92,73.0,0.2
2025-08-01 14:00:00+00:00,28.5,79,24.6,32.9,0.0,0.0,0.0,1000.3,52,13.8,227,69.6,25.8,291.0,16.6,12.0,45.0,0.94,61.0,0.0
2025-08-01 15:00:00+00:00,28.2,82,24.8,32.7,0.1,0.1,0.0,1000.9,89,14.1,224,58.2,25.1,288.0,20.5,12.1,38.0,0.93,55.0,0.0
2025-08-01 16:00:00+00:00,27.7,85,25.0,32.5,0.2,0.2,0.0,1001.6,100,13.4,227,58.4,25.4,285.0,21.5,12.1,36.0,0.94,60.0,0.0
2025-08-01 17:00:00+00:00,27.5,86,25.0,32.3,0.0,0.0,0.0,1001.8,87,13.0,232,57.7,25.3,278.0,20.9,12.0,36.0,0.95,70.0,0.0
2025-08-01 18:00:00+00:00,27.2,88,25.1,32.1,0.0,0.0,0.0,1001.8,26,13.3,238,73.6,29.0,261.0,19.6,11.7,37.0,0.95,75.0,0.0
2025-08-01 19:00:00+00:00,27.1,89,25.1,31.9,0.0,0.0,0.0,1001.6,11,13.8,237,59.8,25.6,226.0,17.4,10.9,39.0,0.96,70.0,0.0
2025-08-01 20:00:00+00:00,26.9,89,25.0,31.8,0.1,0.1,0.0,1001.1,31,12.5,249,58.2,24.4,181.0,14.5,9.9,42.0,0.98,61.0,0.0
2025-08-01 21:00:00+00:00,26.6,91,25.0,31.5,0.0,0.0,0.0,1000.4,33,12.6,256,56.7,23.2,148.0,11.9,9.1,44.0,0.99,55.0,0.0
2025-08-01 22:00:00+00:00,26.5,91,24.9,31.3,0.1,0.1,0.0,1000.2,73,12.7,263,56.8,22.2,130.0,9.8,8.5,46.0,0.99,56.0,0.0
2025-08-01 23:00:00+00:00,26.6,90,24.8,31.4,0.0,0.0,0.0,1000.2,100,12.3,259,59.1,21.9,124.0,8.1,8.2,48.0,0.95,61.0,0.0
2025-08-02 00:00:00+00:00,26.5,90,24.7,31.0,0.0,0.0,0.0,1000.2,99,13.9,256,56.9,20.8,138.0,6.8,7.9,51.0,0.95,62.0,0.0
2025-08-02 01:00:00+00:00,27.4,87,25.1,32.2,0.0,0.0,0.0,1000.6,100,13.7,247,58.7,20.4,194.0,8.5,8.5,51.0,0.99,66.0,0.0
2025-08-02 02:00:00+00:00,27.7,85,24.9,32.2,0.0,0.0,0.0,1001.2,100,14.6,249,64.0,21.1,271.0,10.8,9.3,50.0,1.0,71.0,0.15
2025-08-02 03:00:00+00:00,28.1,82,24.7,32.0,0.2,0.2,0.0,1001.5,100,18.0,247,63.6,20.7,316.0,12.2,10.2,51.0,1.01,75.0,0.4
2025-08-02 04:00:00+00:00,28.4,79,24.3,31.9,0.5,0.5,0.0,1001.9,99,19.3,249,68.0,20.5,297.0,11.8,11.2,53.0,1.02,76.0,0.65
2025-08-02 05:00:00+00:00,28.8,76,24.1,32.0,0.1,0.1,0.0,1001.9,100,19.6,248,67.1,20.0,246.0,10.5,12.1,56.0,0.98,75.0,1.05
2025-08-02 06:00:00+00:00,28.8,75,24.0,32.2,0.1,0.1,0.0,1002.2,100,18.3,244,61.9,19.3,207.0,9.2,12.7,59.0,0.96,75.0,1.6
2025-08-02 07:00:00+00:00,28.7,76,24.2,32.4,0.1,0.1,0.0,1002.1,97,17.0,242,64.5,19.4,197.0,7.8,12.6,62.0,0.93,77.0,2.45
2025-08-02 08:00:00+00:00,29.4,72,23.9,32.8,0.1,0.1,0.0,1001.2,71,18.2,242,65.4,19.3,199.0,6.5,12.0,65.0,0.9,79.0,2.65
2025-08-02 09:00:00+00:00,29.9,70,23.9,33.6,0.1,0.1,0.0,1000.3,100,19.6,243,64.7,19.3,209.0,5.8,11.6,66.0,0.9,80.0,2.25
2025-08-02 10:00:00+00:00,29.7,71,23.9,33.0,0.1,0.1,0.0,999.9,100,18.0,241,62.6,19.2,228.0,6.1,11.5,65.0,0.9,78.0,1.8
2025-08-02 11:00:00+00:00,29.5,72,23.9,32.9,0.2,0.2,0.0,999.6,63,18.0,237,60.5,19.2,255.0,7.2,11.5,62.0,0.9,75.0,1.0
2025-08-02 12:00:00+00:00,29.2,73,23.8,32.6,0.1,0.1,0.0,999.4,98,17.8,240,78.0,23.6,277.0,9.1,11.9,57.0,0.91,95.0,0.45
2025-08-02 13:00:00+00:00,28.9,76,24.4,32.7,0.1,0.1,0.0,1000.1,79,17.3,231,74.0,23.7,290.0,12.9,11.8,51.0,0.93,84.0,0.1
2025-08-02 14:00:00+00:00,28.5,79,24.5,32.6,0.1,0.1,0.0,1000.5,63,15.9,228,65.9,23.6,299.0,18.1,11.6,43.0,0.95,69.0,0.0
2025-08-02 15:00:00+00:00,28.0,83,24.9,32.5,0.1,0.1,0.0,1001.0,21,15.0,230,58.8,23.7,299.0,21.4,11.3,38.0,0.93,58.0,0.0
2025-08-02 16:00:00+00:00,27.8,84,24.9,32.3,0.0,0.0,0.0,1001.6,16,14.6,231,55.1,23.2,289.0,21.2,11.0,37.0,0.94,53.0,0.0
2025-08-02 17:00:00+00:00,27.6,85,24.9,32.3,0.0,0.0,0.0,1002.1,19,13.3,237,54.2,22.8,272.0,19.2,10.7,39.0,0.94,52.0,0.0
2025-08-02 18:00:00+00:00,27.5,85,24.8,32.2,0.0,0.0,0.0,1002.1,32,12.8,244,53.6,22.4,248.0,16.9,10.2,41.0,0.94,51.0,0.0
2025-08-02 19:00:00+00:00,27.1,87,24.8,31.8,0.0,0.0,0.0,1001.8,48,13.3,252,51.1,21.5,213.0,14.5,9.5,43.0,0.96,49.0,0.0
2025-08-02 20:00:00+00:00,27.0,88,24.8,31.8,0.0,0.0,0.0,1001.2,61,12.6,261,49.0,20.2,172.0,11.9,8.7,45.0,0.98,48.0,0.0
2025-08-02 21:00:00+00:00,26.8,89,24.8,31.6,0.1,0.1,0.0,1000.9,58,12.0,261,47.8,19.2,142.0,9.7,8.0,47.0,0.97,47.0,0.0
2025-08-02 22:00:00+00:00,26.8,88,24.7,31.6,0.0,0.0,0.0,1000.6,60,11.6,257,47.4,18.5,125.0,8.1,7.5,48.0,0.95,46.0,0.0
2025-08-02 23:00:00+00:00,26.7,89,24.8,31.5,0.0,0.0,0.0,1000.7,30,12.2,262,47.0,18.0,119.0,7.0,7.1,49.0,0.93,46.0,0.0
2025-08-03 00:00:00+00:00,26.5,90,24.8,31.2,0.0,0.0,0.0,1001.0,15,13.0,264,48.2,18.1,132.0,6.6,7.3,51.0,0.91,51.0,0.0
2025-08-03 01:00:00+00:00,27.4,87,25.0,32.3,0.0,0.0,0.0,1001.4,33,12.3,255,50.1,18.3,184.0,8.2,8.5,51.0,0.85,58.0,0.0
2025-08-03 02:00:00+00:00,27.6,85,24.9,32.2,0.0,0.0,0.0,1001.7,54,14.3,253,56.0,19.9,257.0,10.3,10.2,51.0,0.81,68.0,0.25
2025-08-03 03:00:00+00:00,28.3,80,24.5,32.5,0.1,0.1,0.0,1001.9,100,14.9,251,65.7,21.4,301.0,11.2,11.5,54.0,0.78,77.0,0.95
2025-08-03 04:00:00+00:00,28.9,76,24.2,32.7,0.2,0.2,0.0,1002.5,100,16.1,250,72.4,22.2,290.0,9.7,12.3,62.0,0.77,85.0,2.15
2025-08-03 05:00:00+00:00,29.2,74,24.0,33.0,0.1,0.1,0.0,1002.8,99,15.9,244,73.3,22.4,250.0,7.0,12.8,72.0,0.77,92.0,3.4
2025-08-03 06:00:00+00:00,29.5,73,24.1,33.2,0.1,0.1,0.0,1002.6,100,17.2,240,77.5,23.3,220.0,4.9,12.9,79.0,0.77,97.0,4.65
2025-08-03 07:00:00+00:00,29.7,72,24.1,33.2,0.1,0.1,0.0,1002.4,91,17.8,240,78.7,23.9,211.0,3.9,12.5,82.0,0.79,100.0,6.25
2025-08-03 08:00:00+00:00,30.0,71,24.1,33.6,0.1,0.1,0.0,1001.8,96,17.6,235,71.9,22.7,211.0,3.5,11.8,82.0,0.8,100.0,4.9
2025-08-03 09:00:00+00:00,30.2,70,24.1,33.8,0.1,0.1,0.0,1001.4,58,17.3,231,78.2,23.5,217.0,3.6,11.2,80.0,0.79,98.0,5.5
2025-08-03 10:00:00+00:00,30.2,70,24.1,34.0,0.1,0.1,0.0,1001.0,63,17.1,230,73.8,22.6,233.0,4.1,11.0,76.0,0.78,93.0,3.85
2025-08-03 11:00:00+00:00,29.9,71,24.1,33.6,0.1,0.1,0.0,1000.7,48,16.9,227,69.4,21.4,255.0,5.1,10.9,70.0,0.78,85.0,2.0
2025-08-03 12:00:00+00:00,29.6,72,24.0,33.2,0.1,0.1,0.0,1000.7,40,16.7,226,78.7,23.5,275.0,7.0,11.4,65.0,0.7,97.0,0.95
2025-08-03 13:00:00+00:00,29.2,75,24.3,33.4,0.0,0.0,0.0,1001.1,27,14.5,218,62.6,19.6,290.0,9.6,12.1,59.0,0.68,86.0,0.25
2025-08-03 14:00:00+00:00,28.3,80,24.5,32.6,0.1,0.1,0.0,1001.8,12,13.9,220,59.1,19.3,301.0,13.2,13.1,51.0,0.65,72.0,0.0
2025-08-03 15:00:00+00:00,27.9,83,24.6,32.8,0.0,0.0,0.0,1002.2,5,10.5,229,53.8,19.1,307.0,16.2,13.6,45.0,0.66,59.0,0.0
2025-08-03 16:00:00+00:00,27.7,85,24.8,32.7,0.0,0.0,0.0,1003.0,30,10.6,226,49.4,19.5,308.0,18.2,13.5,41.0,0.67,51.0,0.0
2025-08-03 17:00:00+00:00,27.6,84,24.7,32.4,0.0,0.0,0.0,1003.6,13,11.7,223,46.0,19.6,304.0,19.6,12.9,39.0,0.66,45.0,0.0
2025-08-03 18:00:00+00:00,27.4,86,24.8,32.2,0.0,0.0,0.0,1003.9,12,12.0,231,43.3,18.6,286.0,19.7,12.1,38.0,0.63,40.0,0.0
2025-08-03 19:00:00+00:00,27.3,86,24.7,32.1,0.0,0.0,0.0,1003.8,29,11.5,240,39.6,17.5,243.0,17.7,11.0,39.0,0.6,37.0,0.0
2025-08-03 20:00:00+00:00,27.0,87,24.7,32.0,0.0,0.0,0.0,1003.8,45,10.9,250,38.1,16.5,187.0,14.5,9.6,42.0,0.59,35.0,0.0
2025-08-03 21:00:00+00:00,26.7,89,24.8,31.6,0.1,0.1,0.0,1003.1,37,11.1,256,36.7,15.6,145.0,11.7,8.5,44.0,0.57,34.0,0.0
2025-08-03 22:00:00+00:00,26.6,90,24.8,31.5,0.0,0.0,0.0,1002.8,20,11.1,262,36.6,15.0,124.0,9.9,7.9,45.0,0.56,34.0,0.0
2025-08-03 23:00:00+00:00,26.5,90,24.7,31.4,0.0,0.0,0.0,1002.7,21,11.1,262,36.2,14.5,118.0,8.5,7.6,47.0,0.54,34.0,0.0
2025-08-04 00:00:00+00:00,26.3,90,24.6,31.1,0.0,0.0,0.0,1003.1,89,11.5,268,36.6,14.3,134.0,7.8,7.7,48.0,0.53,36.0,0.0
2025-08-04 01:00:00+00:00,26.9,91,25.3,32.2,0.0,0.0,0.0,1002.9,20,11.0,266,35.9,14.2,192.0,8.4,8.5,49.0,0.53,38.0,0.0
2025-08-04 02:00:00+00:00,27.2,88,25.0,32.3,0.0,0.0,0.0,1003.2,49,11.3,263,42.7,15.5,272.0,9.8,9.8,49.0,0.55,42.0,0.25
2025-08-04 03:00:00+00:00,27.9,83,24.7,32.4,0.2,0.2,0.0,1003.5,36,13.9,257,44.6,16.3,318.0,10.2,10.9,52.0,0.56,47.0,1.05
2025-08-04 04:00:00+00:00,29.0,76,24.2,32.9,0.0,0.0,0.0,1004.0,22,15.5,252,50.5,17.3,295.0,8.7,11.7,60.0,0.59,55.0,2.65
2025-08-04 05:00:00+00:00,29.8,70,23.7,33.3,0.0,0.0,0.0,1004.2,43,16.5,248,57.4,18.9,238.0,6.2,12.4,70.0,0.61,65.0,4.25
2025-08-04 06:00:00+00:00,30.2,68,23.6,33.7,0.0,0.0,0.0,1004.0,43,17.9,245,61.9,19.8,195.0,4.3,12.7,78.0,0.65,73.0,6.25
2025-08-04 07:00:00+00:00,30.5,66,23.6,34.6,0.0,0.0,0.0,1003.8,54,17.8,237,66.8,21.2,186.0,3.4,12.3,81.0,0.68,78.0,7.5
2025-08-04 08:00:00+00:00,30.6,66,23.6,34.7,0.0,0.0,0.0,1003.5,56,17.4,231,65.9,21.1,193.0,3.1,11.5,82.0,0.71,81.0,7.0
2025-08-04 09:00:00+00:00,30.7,66,23.5,34.6,0.1,0.1,0.0,1003.0,75,18.4,231,67.3,21.1,204.0,3.3,10.9,80.0,0.74,81.0,6.05
2025-08-04 10:00:00+00:00,30.4,68,23.7,33.9,0.1,0.1,0.0,1002.6,99,19.5,232,63.8,20.3,222.0,3.8,10.7,76.0,0.74,77.0,3.9
2025-08-04 11:00:00+00:00,29.7,71,23.9,32.9,0.1,0.1,0.0,1002.1,96,19.4,234,60.1,19.5,245.0,4.9,10.7,69.0,0.76,71.0,2.1
2025-08-04 12:00:00+00:00,29.5,72,23.8,32.6,0.3,0.3,0.0,1001.9,86,19.2,233,63.8,20.2,261.0,7.0,10.7,61.0,0.8,76.0,0.8
2025-08-04 13:00:00+00:00,28.7,76,24.1,32.2,0.1,0.1,0.0,1002.1,43,18.0,230,79.2,24.7,264.0,10.7,10.8,54.0,0.8,66.0,0.2
2025-08-04 14:00:00+00:00,28.1,80,24.3,31.9,0.0,0.0,0.0,1002.4,45,16.8,242,50.6,18.8,261.0,15.8,10.9,45.0,0.79,52.0,0.0
2025-08-04 15:00:00+00:00,28.0,81,24.4,32.0,0.2,0.2,0.0,1002.7,82,15.8,240,43.9,19.0,253.0,19.2,10.9,39.0,0.8,41.0,0.0
2025-08-04 16:00:00+00:00,27.8,83,24.6,32.0,0.2,0.2,0.0,1003.6,32,15.7,242,39.0,18.0,243.0,19.4,10.7,38.0,0.81,36.0,0.0
2025-08-04 17:00:00+00:00,27.5,85,24.8,31.9,0.1,0.1,0.0,1003.9,96,15.0,251,38.3,17.9,229.0,17.8,10.3,39.0,0.82,35.0,0.0
2025-08-04 18:00:00+00:00,27.3,86,24.8,31.8,0.0,0.0,0.0,1003.9,98,14.6,254,38.9,17.7,211.0,15.8,9.7,41.0,0.83,34.0,0.0
2025-08-04 19:00:00+00:00,27.0,87,24.7,31.3,0.0,0.0,0.0,1003.5,100,15.1,255,38.1,17.1,185.0,13.4,8.9,43.0,0.83,33.0,0.0
2025-08-04 20:00:00+00:00,26.8,88,24.7,31.2,0.0,0.0,0.0,1003.0,100,14.3,252,37.7,16.5,156.0,10.5,7.9,46.0,0.81,34.0,0.0
2025-08-04 21:00:00+00:00,26.6,89,24.7,30.9,0.1,0.1,0.0,1002.4,100,15.0,252,36.9,15.8,134.0,8.1,7.1,49.0,0.81,34.0,0.0
2025-08-04 22:00:00+00:00,26.6,89,24.6,30.7,0.1,0.1,0.0,1002.2,100,15.8,255,35.7,15.3,121.0,6.6,6.6,51.0,0.78,34.0,0.0
2025-08-04 23:00:00+00:00,26.5,89,24.5,30.6,0.0,0.0,0.0,1002.1,99,15.5,261,35.3,15.0,117.0,5.6,6.3,52.0,0.78,34.0,0.0
2025-08-05 00:00:00+00:00,26.3,90,24.6,30.5,0.1,0.1,0.0,1002.3,100,15.4,264,34.3,14.8,130.0,6.0,6.3,51.0,0.78,32.0,0.0
2025-08-05 01:00:00+00:00,27.1,88,25.0,31.9,0.0,0.0,0.0,1001.9,99,13.3,261,36.4,15.5,180.0,7.3,7.3,51.0,0.8,39.0,0.0
2025-08-05 02:00:00+00:00,27.3,86,24.8,32.0,0.0,0.0,0.0,1002.4,100,13.2,260,41.2,17.1,248.0,9.1,8.7,50.0,0.78,50.0,0.2
2025-08-05 03:00:00+00:00,28.1,79,24.0,31.7,0.1,0.1,0.0,1002.9,100,17.1,253,53.0,19.2,288.0,9.8,9.8,52.0,0.74,58.0,0.8
2025-08-05 04:00:00+00:00,28.6,76,23.9,31.7,0.2,0.2,0.0,1003.4,100,19.7,252,56.5,19.9,272.0,8.6,10.6,57.0,0.71,62.0,1.85
