datetime,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,surface_pressure,cloud_cover,windspeed_10m,winddirection_10m,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index
2025-05-13 00:00:00+00:00,26.8,92,25.4,32.4,0.0,0.0,0.0,1003.2,2,9.7,242,26.8,15.4,182.0,7.3,7.1,75.0,0.46,16.0,0.0
2025-05-13 01:00:00+00:00,27.4,91,25.8,33.0,0.0,0.0,0.0,1003.4,13,11.0,236,27.8,16.2,222.0,8.0,8.3,77.0,0.47,19.0,0.05
2025-05-13 02:00:00+00:00,28.0,87,25.6,33.3,0.0,0.0,0.0,1004.0,19,12.7,235,33.1,18.3,277.0,8.8,10.0,81.0,0.46,22.0,0.4
2025-05-13 03:00:00+00:00,29.2,78,25.0,33.9,0.0,0.0,0.0,1004.8,28,13.5,243,37.3,19.7,307.0,8.9,11.6,87.0,0.46,26.0,1.5
2025-05-13 04:00:00+00:00,30.4,70,24.3,34.5,0.0,0.0,0.0,1005.5,35,14.4,244,40.4,20.9,289.0,7.6,13.2,97.0,0.48,29.0,3.45
2025-05-13 05:00:00+00:00,31.4,64,23.8,35.3,0.0,0.0,0.0,1005.6,68,15.6,247,44.0,22.4,247.0,5.6,14.7,108.0,0.5,32.0,5.65
2025-05-13 06:00:00+00:00,32.0,62,23.8,36.4,0.0,0.0,0.0,1005.4,75,16.3,247,46.6,23.3,216.0,4.1,15.6,116.0,0.52,36.0,7.65
2025-05-13 07:00:00+00:00,32.6,60,24.0,37.6,0.0,0.0,0.0,1004.8,54,16.5,243,49.8,23.9,209.0,3.4,15.4,119.0,0.53,43.0,8.9
2025-05-13 08:00:00+00:00,32.7,62,24.5,38.3,0.0,0.0,0.0,1004.1,55,16.9,241,52.6,23.9,213.0,3.2,14.6,118.0,0.52,50.0,8.85
2025-05-13 09:00:00+00:00,32.4,64,24.7,37.9,0.0,0.0,0.0,1003.2,19,17.3,240,55.4,23.7,223.0,3.4,13.8,115.0,0.5,54.0,7.4
2025-05-13 10:00:00+00:00,32.2,64,24.4,37.3,0.0,0.0,0.0,1002.5,5,16.0,240,53.7,22.9,241.0,4.0,13.2,110.0,0.47,51.0,5.2
2025-05-13 11:00:00+00:00,32.0,62,23.9,36.2,0.0,0.0,0.0,1002.5,1,15.1,245,48.0,21.6,266.0,5.1,12.7,102.0,0.44,43.0,2.85
2025-05-13 12:00:00+00:00,31.5,67,24.5,35.9,0.0,0.0,0.0,1002.5,22,13.8,246,47.4,20.5,285.0,7.1,14.8,97.0,0.45,45.0,1.1
2025-05-13 13:00:00+00:00,30.3,71,24.5,34.8,0.0,0.0,0.0,1002.7,5,12.8,239,42.8,20.4,294.0,9.9,15.4,88.0,0.45,38.0,0.25
2025-05-13 14:00:00+00:00,29.5,76,24.8,34.4,0.0,0.0,0.0,1002.7,1,11.5,230,38.4,20.1,298.0,13.8,16.1,76.0,0.44,29.0,0.0
2025-05-13 15:00:00+00:00,28.9,82,25.5,34.2,0.0,0.0,0.0,1003.1,10,12.2,209,34.1,19.8,296.0,16.9,16.2,66.0,0.43,21.0,0.0
2025-05-13 16:00:00+00:00,28.8,82,25.5,34.2,0.0,0.0,0.0,1003.8,12,11.4,207,31.5,19.8,287.0,18.4,15.2,61.0,0.43,17.0,0.0
2025-05-13 17:00:00+00:00,28.7,82,25.4,34.1,0.0,0.0,0.0,1004.3,21,10.9,232,31.0,19.8,272.0,19.0,13.5,59.0,0.45,15.0,0.0
2025-05-13 18:00:00+00:00,28.5,85,25.7,34.1,0.0,0.0,0.0,1004.1,1,10.7,233,30.5,20.0,254.0,18.9,11.9,57.0,0.45,14.0,0.0
2025-05-13 19:00:00+00:00,28.2,88,25.9,33.8,0.0,0.0,0.0,1003.8,0,11.8,244,29.9,20.0,230.0,17.8,10.5,56.0,0.46,12.0,0.0
2025-05-13 20:00:00+00:00,28.0,89,26.1,34.2,0.0,0.0,0.0,1003.6,2,8.4,251,29.1,19.7,202.0,15.9,9.3,56.0,0.47,11.0,0.0
2025-05-13 21:00:00+00:00,27.8,91,26.1,34.1,0.0,0.0,0.0,1003.3,3,7.6,265,28.5,18.9,184.0,14.0,8.4,57.0,0.48,11.0,0.0
2025-05-13 22:00:00+00:00,27.5,92,26.1,33.8,0.0,0.0,0.0,1003.1,0,7.4,267,29.0,18.5,176.0,11.9,8.0,59.0,0.47,12.0,0.0
2025-05-13 23:00:00+00:00,27.3,93,26.1,33.6,0.0,0.0,0.0,1003.1,0,8.0,252,30.9,18.6,178.0,9.8,7.9,62.0,0.46,14.0,0.0
2025-05-14 00:00:00+00:00,27.3,93,26.1,33.6,0.0,0.0,0.0,1003.3,0,7.5,260,23.6,16.0,201.0,7.8,8.0,65.0,0.44,8.0,0.0
2025-05-14 01:00:00+00:00,27.9,90,26.2,34.2,0.0,0.0,0.0,1003.2,0,8.5,270,26.4,16.7,267.0,9.3,9.1,65.0,0.43,11.0,0.05
2025-05-14 02:00:00+00:00,28.6,87,26.1,34.9,0.0,0.0,0.0,1003.8,0,7.6,263,31.2,18.5,354.0,11.2,10.8,67.0,0.42,16.0,0.45
2025-05-14 03:00:00+00:00,30.1,77,25.7,35.9,0.0,0.0,0.0,1004.2,0,9.4,258,35.5,20.0,404.0,12.0,12.9,74.0,0.42,22.0,1.65
2025-05-14 04:00:00+00:00,31.6,69,25.2,37.0,0.0,0.0,0.0,1004.7,0,9.5,256,40.2,21.7,379.0,10.5,16.0,92.0,0.42,31.0,3.8
2025-05-14 05:00:00+00:00,33.0,62,24.6,38.5,0.0,0.0,0.0,1004.7,0,10.2,244,48.3,24.2,317.0,7.9,19.6,116.0,0.42,43.0,6.4
2025-05-14 06:00:00+00:00,33.8,59,24.7,40.0,0.0,0.0,0.0,1004.6,0,12.0,234,58.9,26.9,270.0,5.8,21.5,133.0,0.43,52.0,8.55
2025-05-14 07:00:00+00:00,34.3,58,24.9,41.0,0.0,0.0,0.0,1004.2,0,13.4,230,63.6,27.6,257.0,4.7,20.5,137.0,0.44,58.0,9.75
2025-05-14 08:00:00+00:00,34.5,57,24.6,40.8,0.0,0.0,0.0,1003.7,0,14.9,223,62.6,26.5,259.0,4.0,17.9,133.0,0.43,62.0,9.45
2025-05-14 09:00:00+00:00,34.1,57,24.3,40.0,0.0,0.0,0.0,1002.8,0,15.5,224,61.9,25.3,269.0,4.1,15.7,127.0,0.42,64.0,7.85
2025-05-14 10:00:00+00:00,34.0,56,24.1,39.9,0.0,0.0,0.0,1002.6,0,11.6,228,63.8,25.0,287.0,4.7,14.5,120.0,0.41,66.0,5.4
2025-05-14 11:00:00+00:00,33.5,59,24.3,38.1,0.0,0.0,0.0,1001.9,0,14.7,219,62.2,24.6,312.0,6.0,13.7,112.0,0.41,66.0,2.95
2025-05-14 12:00:00+00:00,32.5,65,25.0,37.3,0.0,0.0,0.0,1001.9,1,13.0,221,75.0,27.6,337.0,9.0,15.4,101.0,0.43,85.0,1.15
2025-05-14 13:00:00+00:00,30.8,69,24.5,35.3,0.0,0.0,0.0,1002.2,0,13.3,205,67.1,27.0,365.0,14.3,15.1,87.0,0.44,71.0,0.25
2025-05-14 14:00:00+00:00,30.0,76,25.3,35.1,0.0,0.0,0.0,1002.6,0,12.6,202,56.0,25.4,394.0,21.5,14.7,68.0,0.46,51.0,0.0
2025-05-14 15:00:00+00:00,29.5,80,25.7,35.0,0.0,0.0,0.0,1003.2,0,11.5,188,46.4,24.5,403.0,26.4,14.1,54.0,0.47,35.0,0.0
2025-05-14 16:00:00+00:00,29.4,81,25.8,34.8,0.0,0.0,0.0,1003.6,0,12.8,204,41.0,23.3,381.0,26.8,13.1,50.0,0.46,28.0,0.0
2025-05-14 17:00:00+00:00,29.1,83,25.9,35.1,0.0,0.0,0.0,1004.2,4,9.2,223,38.5,22.1,339.0,24.8,11.8,50.0,0.45,24.0,0.0
2025-05-14 18:00:00+00:00,28.9,85,26.2,35.3,0.0,0.0,0.0,1004.6,0,7.3,205,36.6,21.5,299.0,22.9,10.8,51.0,0.44,22.0,0.0
2025-05-14 19:00:00+00:00,28.6,88,26.4,35.0,0.0,0.0,0.0,1004.3,0,8.4,220,35.7,21.5,262.0,21.9,10.2,49.0,0.44,20.0,0.0
2025-05-14 20:00:00+00:00,28.3,89,26.4,34.8,0.0,0.0,0.0,1003.9,0,7.3,242,35.5,21.7,226.0,21.0,9.7,47.0,0.45,19.0,0.0
2025-05-14 21:00:00+00:00,28.1,90,26.2,34.6,0.0,0.0,0.0,1003.6,0,7.1,234,34.1,20.8,204.0,19.5,9.4,47.0,0.43,19.0,0.0
2025-05-14 22:00:00+00:00,27.9,90,26.1,34.2,0.0,0.0,0.0,1003.3,0,7.8,220,32.1,19.2,196.0,16.7,8.9,49.0,0.42,18.0,0.0
2025-05-14 23:00:00+00:00,27.7,91,26.1,34.2,0.0,0.0,0.0,1003.3,0,6.7,226,31.0,17.7,201.0,13.3,8.6,52.0,0.41,18.0,0.0
2025-05-15 00:00:00+00:00,27.6,91,26.0,33.7,0.0,0.0,0.0,1003.1,0,8.5,238,30.4,16.9,231.0,12.2,8.8,54.0,0.39,19.0,0.0
2025-05-15 01:00:00+00:00,28.3,88,26.2,34.6,0.0,0.0,0.0,1003.3,0,8.1,241,29.5,16.3,313.0,13.5,9.6,56.0,0.38,21.0,0.05
2025-05-15 02:00:00+00:00,29.0,83,25.9,35.3,0.0,0.0,0.0,1003.8,0,6.7,232,30.7,18.5,419.0,15.1,10.9,60.0,0.37,24.0,0.5
2025-05-15 03:00:00+00:00,30.4,74,25.3,36.1,0.0,0.0,0.0,1004.3,0,8.2,209,37.3,19.4,479.0,15.3,12.9,70.0,0.36,27.0,1.75
2025-05-15 04:00:00+00:00,31.7,67,24.8,36.9,0.0,0.0,0.0,1004.6,0,9.8,216,41.7,21.0,447.0,12.9,16.5,92.0,0.36,31.0,3.95
2025-05-15 05:00:00+00:00,32.9,62,24.6,38.4,0.0,0.0,0.0,1004.6,0,10.5,217,46.7,22.8,368.0,9.1,20.7,121.0,0.36,37.0,6.65
2025-05-15 06:00:00+00:00,33.6,60,24.8,39.8,0.0,0.0,0.0,1004.5,0,12.3,212,51.0,24.4,304.0,6.1,23.0,140.0,0.36,42.0,9.0
2025-05-15 07:00:00+00:00,33.7,60,24.8,40.2,0.0,0.0,0.0,1004.1,0,14.1,205,53.2,24.4,278.0,4.7,21.8,143.0,0.36,48.0,10.3
2025-05-15 08:00:00+00:00,33.5,61,24.9,40.0,0.0,0.0,0.0,1003.7,0,15.6,204,53.9,23.7,267.0,4.1,18.7,138.0,0.35,54.0,10.1
2025-05-15 09:00:00+00:00,33.3,62,25.1,39.5,0.0,0.0,0.0,1002.9,0,16.2,204,58.2,23.7,268.0,4.2,16.1,131.0,0.35,60.0,8.4
2025-05-15 10:00:00+00:00,33.0,63,25.0,38.7,0.0,0.0,0.0,1002.1,0,16.1,204,65.4,24.4,285.0,4.7,14.9,125.0,0.34,69.0,5.8
2025-05-15 11:00:00+00:00,32.6,64,24.9,37.6,0.0,0.0,0.0,1001.7,0,14.8,210,68.0,24.6,314.0,5.9,14.2,118.0,0.34,77.0,3.15
2025-05-15 12:00:00+00:00,32.1,66,25.1,37.3,0.0,0.0,0.0,1001.9,0,10.5,217,68.2,23.3,340.0,9.3,14.0,103.0,0.31,81.0,1.25
2025-05-15 13:00:00+00:00,31.4,67,24.6,36.3,0.0,0.0,0.0,1002.2,0,10.4,214,64.3,23.8,360.0,16.4,14.1,87.0,0.32,68.0,0.3
2025-05-15 14:00:00+00:00,30.5,71,24.8,35.5,0.0,0.0,0.0,1002.4,0,10.8,208,54.7,23.5,377.0,26.1,14.2,66.0,0.31,50.0,0.0
2025-05-15 15:00:00+00:00,29.9,78,25.7,35.6,0.0,0.0,0.0,1002.7,0,10.6,194,45.4,24.2,382.0,32.5,14.0,50.0,0.32,35.0,0.0
2025-05-15 16:00:00+00:00,29.6,82,26.2,35.6,0.0,0.0,0.0,1003.2,0,10.2,188,41.0,23.7,370.0,32.8,13.3,45.0,0.31,27.0,0.0
2025-05-15 17:00:00+00:00,29.3,84,26.4,35.5,0.0,0.0,0.0,1003.6,0,9.9,184,37.3,22.3,346.0,29.8,12.3,46.0,0.3,22.0,0.0
2025-05-15 18:00:00+00:00,29.1,86,26.6,35.7,0.0,0.0,0.0,1004.1,0,7.7,198,33.3,20.3,319.0,26.5,11.3,47.0,0.3,19.0,0.0
2025-05-15 19:00:00+00:00,28.8,89,26.7,35.6,0.0,0.0,0.0,1003.8,0,7.1,186,31.7,19.0,290.0,23.7,10.3,48.0,0.31,18.0,0.0
2025-05-15 20:00:00+00:00,28.5,90,26.7,35.6,0.0,0.0,0.0,1003.4,0,5.4,222,31.9,18.7,258.0,20.6,9.3,49.0,0.33,18.0,0.0
2025-05-15 21:00:00+00:00,28.3,91,26.7,35.5,0.0,0.0,0.0,1003.0,0,4.5,196,32.7,19.2,234.0,18.0,8.5,50.0,0.32,19.0,0.0
2025-05-15 22:00:00+00:00,28.1,92,26.6,35.0,0.0,0.0,0.0,1002.6,0,6.7,186,38.4,21.7,215.0,16.2,8.0,48.0,0.32,19.0,0.0
2025-05-15 23:00:00+00:00,28.0,92,26.5,34.7,0.0,0.0,0.0,1002.5,0,7.0,177,38.4,21.9,203.0,14.9,7.7,46.0,0.32,19.0,0.0
2025-05-16 00:00:00+00:00,27.8,92,26.4,34.3,0.0,0.0,0.0,1002.4,0,8.1,167,34.0,19.2,214.0,13.2,7.9,48.0,0.3,21.0,0.0
2025-05-16 01:00:00+00:00,28.3,92,26.8,35.0,0.0,0.0,0.0,1002.7,2,8.7,175,29.8,17.8,271.0,13.3,8.9,52.0,0.32,21.0,0.05
2025-05-16 02:00:00+00:00,29.0,87,26.6,35.3,0.0,0.0,0.0,1003.3,9,10.3,185,30.5,17.5,350.0,13.4,10.3,58.0,0.32,21.0,0.5
2025-05-16 03:00:00+00:00,29.9,81,26.3,35.9,0.0,0.0,0.0,1003.8,6,10.7,186,31.9,17.0,394.0,12.6,11.6,67.0,0.32,22.0,1.75
2025-05-16 04:00:00+00:00,30.8,75,25.9,36.3,0.0,0.0,0.0,1004.4,2,12.7,193,34.0,18.0,365.0,10.2,12.8,82.0,0.31,23.0,4.05
2025-05-16 05:00:00+00:00,31.6,71,25.7,37.3,0.0,0.0,0.0,1004.1,1,13.8,195,35.5,18.3,301.0,7.0,14.0,100.0,0.29,25.0,6.95
2025-05-16 06:00:00+00:00,32.2,68,25.5,38.5,0.0,0.0,0.0,1004.0,4,14.5,192,36.2,18.1,252.0,4.6,14.7,114.0,0.29,27.0,9.4
2025-05-16 07:00:00+00:00,32.5,66,25.4,39.2,0.0,0.0,0.0,1003.7,6,14.8,194,36.8,18.0,237.0,3.6,14.4,120.0,0.28,30.0,10.7
2025-05-16 08:00:00+00:00,32.8,64,25.2,39.5,0.0,0.0,0.0,1003.2,8,14.8,198,38.4,18.3,238.0,3.3,13.6,121.0,0.28,32.0,10.45
2025-05-16 09:00:00+00:00,32.8,64,25.1,39.3,0.0,0.0,0.0,1002.5,0,14.9,201,40.9,19.0,249.0,3.7,13.2,119.0,0.28,35.0,8.65
2025-05-16 10:00:00+00:00,32.5,68,25.8,39.1,0.0,0.0,0.0,1001.9,2,13.6,203,43.5,19.9,275.0,4.2,13.6,116.0,0.28,38.0,6.0
2025-05-16 11:00:00+00:00,32.2,68,25.7,37.9,0.0,0.0,0.0,1001.3,2,13.4,206,45.4,20.5,310.0,5.3,14.4,112.0,0.28,41.0,3.3
2025-05-16 12:00:00+00:00,31.6,72,25.9,37.0,0.0,0.0,0.0,1001.1,0,12.9,200,47.8,21.3,339.0,8.0,14.6,100.0,0.27,44.0,1.35
2025-05-16 13:00:00+00:00,30.5,76,25.9,35.9,0.0,0.0,0.0,1001.8,1,12.5,188,47.8,21.4,357.0,14.0,14.9,84.0,0.27,40.0,0.3
2025-05-16 14:00:00+00:00,29.9,80,26.0,35.7,0.0,0.0,0.0,1002.1,7,10.5,192,44.7,20.7,368.0,22.4,15.4,61.0,0.27,33.0,0.0
2025-05-16 15:00:00+00:00,29.7,81,26.1,35.5,0.0,0.0,0.0,1002.4,13,11.7,182,39.3,21.3,363.0,28.3,15.5,44.0,0.29,28.0,0.0
2025-05-16 16:00:00+00:00,29.4,81,25.9,34.8,0.0,0.0,0.0,1002.7,3,13.0,176,37.1,21.1,331.0,30.0,15.1,37.0,0.29,25.0,0.0
2025-05-16 17:00:00+00:00,29.4,81,25.7,34.4,0.0,0.0,0.0,1003.1,31,14.8,171,35.4,20.7,282.0,29.4,14.4,36.0,0.29,22.0,0.0
2025-05-16 18:00:00+00:00,29.2,82,25.8,34.7,0.0,0.0,0.0,1003.4,34,11.9,183,33.5,19.8,240.0,27.4,13.3,36.0,0.28,20.0,0.0
2025-05-16 19:00:00+00:00,29.0,82,25.7,34.6,0.0,0.0,0.0,1003.4,25,10.9,192,30.9,18.1,213.0,23.7,11.7,38.0,0.27,18.0,0.0
2025-05-16 20:00:00+00:00,28.7,86,26.1,34.7,0.0,0.0,0.0,1002.9,17,9.6,201,28.9,16.7,193.0,18.8,9.7,42.0,0.28,17.0,0.0
2025-05-16 21:00:00+00:00,28.4,87,26.0,34.5,0.0,0.0,0.0,1002.2,25,9.3,199,28.8,16.4,180.0,14.7,8.2,46.0,0.29,17.0,0.0
2025-05-16 22:00:00+00:00,28.3,87,25.9,34.2,0.0,0.0,0.0,1002.0,28,9.7,199,28.2,16.0,171.0,12.5,7.3,47.0,0.3,17.0,0.0
2025-05-16 23:00:00+00:00,28.2,86,25.7,33.9,0.0,0.0,0.0,1001.8,21,10.3,191,28.8,15.7,169.0,11.1,6.9,48.0,0.3,18.0,0.0
2025-05-17 00:00:00+00:00,28.1,86,25.5,33.9,0.0,0.0,0.0,1002.2,17,8.0,198,29.2,15.9,184.0,12.3,7.5,47.0,0.28,19.0,0.0
2025-05-17 01:00:00+00:00,28.4,85,25.7,34.6,0.0,0.0,0.0,1002.7,26,7.2,198,30.4,16.0,234.0,12.4,9.7,49.0,0.3,24.0,0.05
2025-05-17 02:00:00+00:00,28.9,81,25.3,34.5,0.0,0.0,0.0,1003.3,23,8.9,194,35.0,17.3,300.0,12.4,12.8,53.0,0.29,31.0,0.5
2025-05-17 03:00:00+00:00,29.7,76,25.0,34.9,0.0,0.0,0.0,1003.7,17,10.6,189,41.1,18.1,337.0,11.7,15.3,60.0,0.27,36.0,1.75
2025-05-17 04:00:00+00:00,30.6,71,24.8,35.3,0.0,0.0,0.0,1003.8,18,12.8,184,45.3,18.7,317.0,9.6,16.9,75.0,0.27,39.0,4.15
2025-05-17 05:00:00+00:00,31.3,67,24.3,35.8,0.0,0.0,0.0,1003.9,30,14.6,179,46.4,20.4,268.0,6.8,18.0,94.0,0.26,41.0,7.05
2025-05-17 06:00:00+00:00,31.9,64,24.2,37.1,0.0,0.0,0.0,1003.9,7,15.7,177,47.4,21.2,230.0,4.7,18.3,108.0,0.25,42.0,9.55
2025-05-17 07:00:00+00:00,32.3,63,24.3,38.1,0.0,0.0,0.0,1003.6,19,15.8,179,46.9,21.1,217.0,3.7,17.2,112.0,0.25,42.0,10.95
2025-05-17 08:00:00+00:00,32.4,64,24.7,38.6,0.0,0.0,0.0,1003.2,23,15.9,190,46.0,20.5,216.0,3.4,15.2,111.0,0.24,42.0,10.65
2025-05-17 09:00:00+00:00,32.5,62,24.4,38.2,0.0,0.0,0.0,1002.5,37,16.2,197,45.1,20.1,224.0,3.6,13.8,107.0,0.24,41.0,8.85
2025-05-17 10:00:00+00:00,32.4,62,24.1,37.4,0.0,0.0,0.0,1001.8,50,15.4,198,44.2,19.7,247.0,3.9,13.6,101.0,0.23,39.0,6.15
2025-05-17 11:00:00+00:00,32.0,64,24.4,36.7,0.0,0.0,0.0,1001.4,25,13.7,198,43.1,19.3,280.0,4.8,14.0,92.0,0.22,37.0,3.45
2025-05-17 12:00:00+00:00,31.5,67,24.7,36.1,0.0,0.0,0.0,1001.2,15,13.1,195,47.3,20.0,302.0,7.1,14.9,84.0,0.2,45.0,1.45
2025-05-17 13:00:00+00:00,30.5,73,25.1,35.7,0.0,0.0,0.0,1001.9,21,11.1,188,42.7,19.2,304.0,12.5,15.1,70.0,0.2,39.0,0.35
2025-05-17 14:00:00+00:00,30.0,75,25.2,35.2,0.0,0.0,0.0,1002.0,14,11.4,187,39.2,18.2,297.0,19.8,15.4,52.0,0.2,31.0,0.0
2025-05-17 15:00:00+00:00,29.7,76,25.1,34.8,0.0,0.0,0.0,1002.4,23,11.5,191,35.2,19.0,288.0,24.7,15.2,38.0,0.21,25.0,0.0
2025-05-17 16:00:00+00:00,29.8,76,25.0,34.6,0.0,0.0,0.0,1002.6,19,13.0,178,34.0,19.0,285.0,24.7,14.1,35.0,0.21,23.0,0.0
2025-05-17 17:00:00+00:00,29.6,77,25.2,34.6,0.0,0.0,0.0,1003.1,14,13.0,182,32.7,18.1,281.0,22.2,12.5,37.0,0.21,23.0,0.0
2025-05-17 18:00:00+00:00,29.5,77,25.2,34.9,0.0,0.0,0.0,1003.4,25,10.1,199,32.1,17.2,268.0,19.9,11.0,39.0,0.22,23.0,0.0
2025-05-17 19:00:00+00:00,29.4,78,25.2,34.8,0.0,0.0,0.0,1003.3,23,9.6,197,32.5,16.8,234.0,18.5,9.7,39.0,0.24,23.0,0.0
2025-05-17 20:00:00+00:00,29.1,80,25.3,34.6,0.0,0.0,0.0,1003.0,20,9.3,208,32.4,16.8,190.0,17.3,8.6,38.0,0.27,22.0,0.0
2025-05-17 21:00:00+00:00,28.8,81,25.2,34.5,0.0,0.0,0.0,1002.5,16,8.2,209,31.7,17.1,163.0,16.4,7.9,37.0,0.29,22.0,0.0
2025-05-17 22:00:00+00:00,28.5,82,25.2,34.4,0.0,0.0,0.0,1002.5,12,6.9,208,32.0,17.1,160.0,16.2,7.5,35.0,0.28,22.0,0.0
2025-05-17 23:00:00+00:00,28.3,83,25.2,34.4,0.0,0.0,0.0,1003.0,47,5.4,249,32.1,16.9,174.0,16.4,7.6,32.0,0.28,21.0,0.0
2025-05-18 00:00:00+00:00,28.1,84,25.1,34.3,0.0,0.0,0.0,1002.9,39,4.2,258,30.2,15.9,203.0,14.9,8.6,34.0,0.28,22.0,0.0
2025-05-18 01:00:00+00:00,28.6,81,25.0,34.6,0.0,0.0,0.0,1003.7,26,5.1,276,30.2,16.2,264.0,13.6,11.6,39.0,0.28,27.0,0.05
2025-05-18 02:00:00+00:00,28.9,79,24.9,34.9,0.0,0.0,0.0,1004.0,5,4.3,248,38.3,17.5,340.0,11.8,15.7,47.0,0.27,33.0,0.55
2025-05-18 03:00:00+00:00,29.9,73,24.5,35.3,0.0,0.0,0.0,1004.5,4,6.9,189,41.0,17.3,382.0,9.9,19.0,58.0,0.27,37.0,1.9
2025-05-18 04:00:00+00:00,30.8,69,24.5,35.8,0.0,0.0,0.0,1004.7,2,9.7,183,42.0,18.3,359.0,8.0,20.9,74.0,0.27,37.0,4.3
2025-05-18 05:00:00+00:00,31.5,65,24.2,36.6,0.0,0.0,0.0,1004.6,0,11.5,184,42.6,19.8,302.0,6.1,22.0,92.0,0.26,35.0,7.25
2025-05-18 06:00:00+00:00,32.1,63,24.2,37.8,0.0,0.0,0.0,1004.5,0,12.8,190,42.8,21.1,256.0,4.7,22.2,105.0,0.25,33.0,9.9
2025-05-18 07:00:00+00:00,32.4,64,24.7,38.9,0.0,0.0,0.0,1004.3,3,12.9,193,40.3,20.5,237.0,3.9,21.1,111.0,0.23,30.0,11.35
2025-05-18 08:00:00+00:00,32.7,62,24.5,39.2,0.0,0.0,0.0,1003.6,19,13.4,202,36.9,19.2,230.0,3.6,19.2,111.0,0.2,27.0,11.15
2025-05-18 09:00:00+00:00,32.8,62,24.4,39.0,0.0,0.0,0.0,1002.8,14,13.7,207,32.9,17.2,233.0,3.7,17.4,108.0,0.19,24.0,9.35
2025-05-18 10:00:00+00:00,32.5,64,24.8,38.2,0.0,0.0,0.0,1002.1,13,14.7,205,30.4,15.6,253.0,4.3,16.0,100.0,0.18,23.0,6.5
2025-05-18 11:00:00+00:00,31.9,66,24.6,36.5,0.0,0.0,0.0,1001.4,2,15.4,206,29.7,15.0,282.0,5.3,14.9,87.0,0.18,23.0,3.6
2025-05-18 12:00:00+00:00,31.3,70,25.1,35.9,0.0,0.0,0.0,1001.1,2,14.5,201,29.6,14.0,301.0,6.9,14.3,76.0,0.15,25.0,1.5
2025-05-18 13:00:00+00:00,30.5,70,24.3,34.7,0.0,0.0,0.0,1001.7,0,14.2,196,29.3,14.1,298.0,9.4,14.2,67.0,0.15,24.0,0.35
2025-05-18 14:00:00+00:00,29.7,75,24.8,34.5,0.0,0.0,0.0,1001.9,3,12.1,200,29.3,14.3,283.0,12.9,14.0,54.0,0.15,24.0,0.0
2025-05-18 15:00:00+00:00,29.4,77,25.0,34.4,0.0,0.0,0.0,1002.4,16,11.5,211,29.9,14.9,268.0,16.1,13.8,43.0,0.16,23.0,0.0
2025-05-18 16:00:00+00:00,29.3,77,24.9,34.7,0.0,0.0,0.0,1003.2,22,8.1,223,30.4,15.7,257.0,19.0,13.5,37.0,0.19,23.0,0.0
2025-05-18 17:00:00+00:00,29.1,77,24.6,33.9,0.0,0.0,0.0,1003.2,3,11.0,221,31.1,16.4,246.0,21.7,13.1,34.0,0.24,22.0,0.0
2025-05-18 18:00:00+00:00,28.9,78,24.6,33.9,0.0,0.0,0.0,1003.6,8,9.8,232,32.1,17.5,231.0,22.9,12.6,32.0,0.28,22.0,0.0
2025-05-18 19:00:00+00:00,28.7,79,24.7,34.0,0.0,0.0,0.0,1003.4,26,8.1,249,32.4,17.8,206.0,21.8,11.7,32.0,0.31,22.0,0.0
2025-05-18 20:00:00+00:00,28.6,80,24.8,33.9,0.0,0.0,0.0,1003.0,19,8.4,254,31.7,17.1,176.0,19.4,10.7,34.0,0.32,23.0,0.0
2025-05-18 21:00:00+00:00,28.4,81,24.8,33.7,0.0,0.0,0.0,1002.8,23,8.8,261,30.9,16.2,156.0,17.0,9.9,36.0,0.32,23.0,0.0
2025-05-18 22:00:00+00:00,28.2,81,24.7,33.4,0.0,0.0,0.0,1002.4,26,9.4,277,29.8,15.3,146.0,15.2,9.2,37.0,0.32,22.0,0.0
2025-05-18 23:00:00+00:00,28.1,82,24.7,33.1,0.0,0.0,0.0,1002.3,16,9.8,276,28.7,14.5,145.0,13.5,8.7,37.0,0.31,21.0,0.0
2025-05-19 00:00:00+00:00,27.9,83,24.7,33.2,0.0,0.0,0.0,1002.3,12,8.6,269,28.9,14.6,161.0,13.2,9.3,37.0,0.32,22.0,0.0
2025-05-19 01:00:00+00:00,28.0,84,25.1,33.6,0.0,0.0,0.0,1002.5,11,8.1,274,28.8,14.8,211.0,12.1,11.2,42.0,0.34,26.0,0.05
2025-05-19 02:00:00+00:00,28.6,80,24.8,34.0,0.0,0.0,0.0,1003.0,16,8.2,261,36.0,16.2,277.0,10.6,13.9,49.0,0.35,31.0,0.5
2025-05-19 03:00:00+00:00,29.8,72,24.3,34.5,0.0,0.0,0.0,1003.7,20,10.1,253,37.7,16.6,314.0,9.0,15.9,57.0,0.38,34.0,1.65
2025-05-19 04:00:00+00:00,30.8,67,24.0,35.2,0.0,0.0,0.0,1004.2,27,11.6,246,37.1,17.1,294.0,7.2,16.6,68.0,0.43,34.0,3.6
2025-05-19 05:00:00+00:00,31.4,65,24.1,35.9,0.0,0.0,0.0,1004.3,40,13.6,233,38.2,18.0,246.0,5.2,16.7,81.0,0.48,34.0,5.85
